Original,Part of,Translation
PER DAY,NEGATIVE LEVELS|PER DAY,DZIENNIE
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Skoordynowana Szarża
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Szaruże na tego same wroga co sprzymierzeniec
MIGHTY,MIGHTY RAGE!,MĘŻNY
RAGE!,MIGHTY RAGE!,SZAŁ!
DURATION,DISPLACEMENT|DURATION,CZAS TRWANIA
Cleave,Cleave    Extra attack if you hit,Rozszczepienie
Extra attack if you hit,Cleave    Extra attack if you hit,Dodatkowy atak jeśli trafisz
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Małżonek Królowej lub Małżonka Księcia
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,- Może rządzić jeśli Władca jest nieobecny. Musi zdać test lojalności inaczej
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,niepokoje
ATTACK,ATTACK BONUS,ATAK
BONUS,ATTACK BONUS,PREMIA
RAGE!,RAGE! POWERS,SZAŁ!
POWERS,RAGE! POWERS,MOCE
HIT DIE,HIT DIE BONUS,KW
BONUS,HIT DIE BONUS,PREMIA
ARMOUR,ARMOUR CLASS,KLASA PANCERZA
CLASS,ARMOUR CLASS,KLASA
FLURRY ATTACK,FLURRY ATTACK BONUS,GRAD CIOSÓW
BONUS,FLURRY ATTACK BONUS,PREMIA
"economy,","+2 economy, -2 loyalty","ekonomii,"
loyalty,"+2 economy, -2 loyalty",lojalności
Coordinated Defence,Coordinated Defence    +2 to CMD,Skoordynowana Obrona
to,Coordinated Defence    +2 to CMD,do
CMD,Coordinated Defence    +2 to CMD,DMB
MAX HIT DICE,TO REBUKE CREATURE |MAX HIT DICE,MAX KW
"Protect self against spirits, casting time","Protect self against spirits, casting time 10 mins","Chroń siebie przed duchami, czas rzucania"
10 mins,"Protect self against spirits, casting time 10 mins",10 min
CHANNEL,CHANNEL|RANGE,KIERUNKOWANIE
RANGE,CHANNEL|RANGE,ZASIĘG
+4 to saves against water spells and creatures,Resist Ocean’s Fury|+4 to saves against water spells and creatures,+4 do rz. obr. przeciw wodnym istotom i czarom
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Szaleńcze Skupienie
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignoruje karę z Potężnego Ataku do pierwszego ataku
Wild Empathy,Wild Empathy|Improve the attitude of an animal,Empatia z Dziczą
Improve the attitude of an animal,Wild Empathy|Improve the attitude of an animal,Doskonali postępowanie ze zwierzętami
Mighty,Mighty RAGE!,Mężny
RAGE!,Mighty RAGE!,SZAŁ!
Precise Strike,Precise Strike    When flanking,Precyzyjne Uderzenie
When flanking,Precise Strike    When flanking,Kiedy flankuje
SINGLE,SINGLE ATTACK,POJEDYŃCZY
ATTACK,SINGLE ATTACK,ATAK
Shot on the Run,Shot on the Run    Attack at any point during your move,Strzał w Biegu
Attack at any point during your move,Shot on the Run    Attack at any point during your move,Atakuj w dowolnym momencie ruchu
DURATION,CONFUSION|DURATION,CZAS TRWANIA
POWER POINTS,POWER POINTS|MAX COST,PUNKTY MOCY
MAX COST,POWER POINTS|MAX COST,MAKSYMALNY KOSZT
Pinpoint Targeting,"Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour",Precyzyjne celowanie
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Wykonaj pojedynczy atak ignorujący tarczę, zbroję i naturalną zbroję."
Menacing Shot,Menacing Shot    Shoot into the air to inspire fear within 30ft,Strzał Grozy
Wild Shape,Wild Shape|Become any small or medium animal,Kształt Natury
Become any small or medium animal,Wild Shape|Become any small or medium animal,Może przemienić się zwierzę rozmiaru małego lub średniego
RAGE,"If you fail a will save against a mind-affecting effect,|at the start of your next turn you can try again.|If you succeed, you RAGE and are CONFUSED.",SZAŁ
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SUMA
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,PREMIE I PRACA ZESPOŁOWA
HEALING,HEALING|HIT POINTS,LECZENIE
HIT POINTS,HEALING|HIT POINTS,PW
Slow Fall,Slow Fall Any distance,Powolny Upadek
Any distance,Slow Fall Any distance,Dowolna Wysokość
+2 to Knowledge (dungeoneering) and Survival,Cavesense|+2 to Knowledge (dungeoneering) and Survival,+2 do Wiedzy (lochoznastwo) i Sztuki Przetrwania
EVIL DAMAGE,EVIL DAMAGE|BONUS,ZŁE OBRAŻENIA
BONUS,EVIL DAMAGE|BONUS,PREMIA
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Obronna Waka Dwoma Orężami
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),+1 premii z tarczy do KP za używanie dwóch broni (+2 jeśli walczy defensywnie)
SPECIALITY,SPECIALITY SCHOOL,SPECJALIZACJA
SCHOOL,SPECIALITY SCHOOL,SZKOŁA
WEAPON,WEAPON BONUSES,BROŃ
BONUSES,WEAPON BONUSES,PREMIE
Slow Fall,Slow Fall 20 ft,Powolny upadek
20 ft,Slow Fall 20 ft,6m
DURATION,MAX EFFECT|DURATION,CZAS TRWANIA
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Ulepszone Grzmotnięcie Tarczą
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Użyj Grzmotnięcia Tarczą i zachowaj swój bonus tarczy do
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,KP
(which grants,(which grants +20 to Acrobatics),zapewnia
to Acrobatics),(which grants +20 to Acrobatics),do Zwinności
Shake It Off,Shake It Off    +1 to all saving throws per adjacent ally,Ogarnij się!
to all saving throws per adjacent ally,Shake It Off    +1 to all saving throws per adjacent ally,do wszystkich rz. obr. na sąsiedniego sprzymierzeńca
Damage Reduction 4/,Damage Reduction 4/―,Redukcja obrażeń 4/
DEFLECTION,DEFLECTION|BONUS,ODBICIE
BONUS,DEFLECTION|BONUS,PREMIA
Restore life to,"Restore life to -1 hp, within 1 round of death",Przywróć martwego do 
-1 hp,"Restore life to -1 hp, within 1 round of death",-1 pw
", within","Restore life to -1 hp, within 1 round of death",", w czasie"
1 round,"Restore life to -1 hp, within 1 round of death",1 rundy
of death,"Restore life to -1 hp, within 1 round of death",od śmierci
Slow Fall,Slow Fall 70 ft,Powolny Upadek
70 ft,Slow Fall 70 ft,21m
DURATION,BREATH|DURATION,CZAS TRWANIA
SMITINGS,SMITINGS|PER DAY,UGODZENIA
PER DAY,SMITINGS|PER DAY,NA DZIEŃ
Charge,Charge  -2 to AC for the rest of the round,Szarża
to,Charge  -2 to AC for the rest of the round,do
AC,Charge  -2 to AC for the rest of the round,KP
for the rest of the round,Charge  -2 to AC for the rest of the round,przez resztę rundy
FATIGUED,FATIGUED|DURATION,ZMĘCZONY
DURATION,FATIGUED|DURATION,CZAS
"to Strength, Dexterity and Wisdom score","+2 to Strength, Dexterity and Wisdom score","do wartości Siły, Zręczności i Roztropności"
UNARMED ATTACK,UNARMED ATTACK BONUS,ATAK BEZ BRONI
BONUS,UNARMED ATTACK BONUS,PREMIA
loyalty,+1 loyalty,lojalności
Spirit form,Spirit form  2 /day,Postać duchowa
2 /day,Spirit form  2 /day,2 /dzień
(which grants,(which grants +24 to Acrobatics),zapewnia
to Acrobatics),(which grants +24 to Acrobatics),do Zwinności
DURATION,AURAS|DURATION,CZAS TRWANIA
1 pt per extra range increment,Cost: 1 pt per extra range increment,1 ptk na przyrost zasięgu
BUILDINGS,BUILDINGS    Add buildings to towns,BUDYNKI
Add buildings to towns,BUILDINGS    Add buildings to towns,Dodaje budynki do miast
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,NIEPRZYGOTOWANY
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,KLASA PANCERZA
SAVING THROW,SAVING THROW|BONUS,RZ. OBR.
BONUS,SAVING THROW|BONUS,PREMIA
DAMAGE,DAMAGE|PENALTY,OBRAŻENIA
PENALTY,DAMAGE|PENALTY,KARA
Target of Opportunity,Target of Opportunity    Extra attack when ally hits with ranged,Cel okazyjny
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Dodatkowy atak gdy sprzymierzeniec trafi z dystansu
MAX CONTROL UNDEAD,MAX CONTROL UNDEAD|TOTAL HIT DICE,MAKS. NIEUMARŁYCH (KONTROLA)
TOTAL HIT DICE,MAX CONTROL UNDEAD|TOTAL HIT DICE,SUMA KW
saving throws against enchantment,+2 saving throws against enchantment,do rzutów obronnych przeciwko oczarowaniu
HEALING POINTS,HEALING POINTS|PER DAY,PUNKTY LECZENIA
PER DAY,HEALING POINTS|PER DAY,NA DZIEŃ
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Daleki Strzał
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1,Kara do Ataku na przyrost zasięgu maleje z -2 do -1
CREATURES AFFECTED,CREATURES AFFECTED TOTAL HIT DICE,ISTOTY POD WPŁYWEM
TOTAL HIT DICE,CREATURES AFFECTED TOTAL HIT DICE,SUMA KW
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Finezja w Broni
Use,Weapon Finesse  Use DEX for melee attack,Użyj
DEX,Weapon Finesse  Use DEX for melee attack,ZR
for melee attack,Weapon Finesse  Use DEX for melee attack,do ataku w zwarciu
CREATURES REBUKED,CREATURES REBUKED|TOTAL HIT DICE,SKARCONE ISTOTY
TOTAL HIT DICE,CREATURES REBUKED|TOTAL HIT DICE,SUMA KW
BREATH WEAPON,BREATH WEAPON|DAMAGE,ODDECH
DAMAGE,BREATH WEAPON|DAMAGE,OBRAŻENIA
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,MANEWRY BOJOWE
BONUS,COMBAT MANOEUVRE|BONUS,PREMIA
RESISTANCE,RESISTANCE|BONUS,ODPORNOŚĆ
BONUS,RESISTANCE|BONUS,PREMIA
"loyalty,","+2 loyalty, +2bp consumption","lojalności,"
+2bp,"+2 loyalty, +2bp consumption",+2pb
consumption,"+2 loyalty, +2bp consumption",konsumpcji
Knowledge -,Knowledge - INT|Profession - WIS,Wiedza - 
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Zawód - 
WIS,Knowledge - INT|Profession - WIS,WIS
SKILL,SKILL|PENALTY,UMIEJĘTNOŚĆ
PENALTY,SKILL|PENALTY,KARA
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,PRZYPISANIE PRZYWÓDZTWA
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Dostosuj rzuty królestwa
"economy,","+3 economy, -4 loyalty","ekonomii,"
loyalty,"+3 economy, -4 loyalty","lojalności,"
Fast Movement,Fast Movement +20 ft,Szybkie Poruszanie się
+20 ft,Fast Movement +20 ft,+6m
2 ki points,Grant more abilities to allies - 2 ki points,2 punkty ki
1 ki point,Grant bonus to an ally - 1 ki point,1 punkt ki
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Traci premię ze
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",ZR
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",do
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",KP
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 do umiejętnosci opartych na
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",S
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",i
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","umiejętności, przeciwko Percepcji|50% szans na chybienie|ST Akrobatyki 10 aby poruszać się szybciej niż połowa prędkości"
Good:,Good: +2 Loyalty,Dobry
Loyalty,Good: +2 Loyalty,Lojalność
STUNNING FIST,STUNNING FIST|PER DAY,OSZAŁAMIAJĄCA PIĘŚĆ
PER DAY,STUNNING FIST|PER DAY,NA DZIEŃ
Fast Movement,Fast Movement +60 ft,Szybkie Poruszanie się
+60 ft,Fast Movement +60 ft,+18m
KNOWLEDGE,KNOWLEDGE |BONUS,WIEDZA
BONUS,KNOWLEDGE |BONUS,PREMIA
SMITING DAMAGE,SMITING DAMAGE|BONUS,OBRAŻENIA Z UGODZENIA
BONUS,SMITING DAMAGE|BONUS,PREMIA
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,MISTRZOWSKIE UDERZENIE
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,ST WYTRWAŁOŚĆ
Escape Route,Escape Route    Don’t provoke AoO when adjacent to an ally,Droga Ucieczki
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,Nie prowokuje AO kiedy znajduje się w sąsiedztwie sprzymieżeńca
TOUCH,TOUCH AC,DOTYK
AC,TOUCH AC,KP
1 ki point,Grant bonus to allies in 30ft - 1 ki point,1 punkt ki
loyalty,-1 loyalty,"lojalności,"
Level 16:,Level 16: Twice per day,Poziom 16:
Twice per day,Level 16: Twice per day,Dwa razy dziennie
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Połowę Premii za|Preferowanego Wroga przyznaje się|sprzymierzeńcom w obszarze
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,9m
Distract,"Distract  DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.",Rozproszenie
"DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.","Distract  DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.",ST 20|Ptaki rozpraszająco trzepoczą wokół wroga. Przy udanym ataku wróg jest wstrząśnięty.
MANOEUVRES,MANOEUVRES KNOWN,MANEWRY
KNOWN,MANOEUVRES KNOWN,ZNANE
2 × (d10 +,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",2 × (k10 + 
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",B
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") tymczasowych punktów wytrzymałości,|+2 do ataku, +1 do rz. obr. na Wytrw"
Lookout,Lookout    Act in surprise round if ally can act,Uważaj!
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,"Działa w rundzie zaskoczeniowej, jeśli sprzymierzeniec może"
DURATION,MIND BLADE|DURATION,CZAS TRWANIA
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",Na poziomach
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","i 16 dodajesz 1 punkt do wartości atrybutu.|Jeśli wartość była liczbą nieparzystą, oznacza to, że modyfikator atrybutu również wzrasta."
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Wędrówka bez Śladów
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately",Nie pozostawia śladów
DURATION,DURATION ROUNDS,CZAS TRWANIA
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIROWANIE ODWAGI
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,
DC,DC +1,ST
INITIATIVE,INITIATIVE BONUS,INICJATYWA
BONUS,INITIATIVE BONUS,PREMIA
CASTER,CASTER LEVEL,POZIOM CZARUJĄCEGO
LEVEL,CASTER LEVEL,
Allied Spellcaster,Allied Spellcaster    +2 to overcome spell resistance,Sprzymierzeńcy Czarujący
to overcome spell resistance,Allied Spellcaster    +2 to overcome spell resistance,+2 do przebicia odporności na czary
Damage Reduction 5/,Damage Reduction 5/―,Redukcja obrażeń 5/
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,MANEWR BOJOWY
DEFENCE,COMBAT MANOEUVRE|DEFENCE,OBRONA
WILL,WILL SAVE,WOLA
SAVE,WILL SAVE,Rz. Obr.
= 1d8 +,= 1d8 + (," = 1k8 +"
MAX ANIMATE UNDEAD,MAX ANIMATE UNDEAD|TOTAL HIT DICE,MAKS. NIEUMARŁYCH (OŻYWIENIE)
TOTAL HIT DICE,MAX ANIMATE UNDEAD|TOTAL HIT DICE,SUMA KW
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Użyj poziomu mnicha zamiast
BAB,Use monk level in place of BAB for calculating CMB,BPA
for calculating,Use monk level in place of BAB for calculating CMB,aby obliczyć
CMB,Use monk level in place of BAB for calculating CMB,OMB
1 ki point / min,Impose a truce between fighting parties - 1 ki point / min,1 punkt ki / min
RANGED ATTACK,RANGED ATTACK|BONUS,DYSTANS
BONUS,RANGED ATTACK|BONUS,PREMIA
DAMAGE,DAMAGE|REDUCTION,Redukcja
REDUCTION,DAMAGE|REDUCTION,Obrażeń
Woodland Stride,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Leśny Krok
Move through undergrowth at normal speed|and taking no damage,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Poruszasz się po poszyciu leśnym z normalną prędkością|i nie otrzymujesz obrażeń.
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIROWANIE WIELKOŚCI
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Doskonalsza Walka Dwoma Orężami
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Drugi atak improwizowaną bronią
AUDIENCE,AUDIENCE|MAX FASCINATED,PUBLICZNOŚĆ
MAX FASCINATED,AUDIENCE|MAX FASCINATED,ZAFASCYNOWANA
TRAP SENSE,TRAP SENSE|BONUS,WYCZUCIE PUŁAPEK
BONUS,TRAP SENSE|BONUS,PREMIA
Knowledge Pool,Knowledge Pool|Prepare any Magus spell as if known,Pula Wiedzy
SPELL LEVEL,SPELL LEVEL|EQUIVALENT,POZIOM CZARU
EQUIVALENT,SPELL LEVEL|EQUIVALENT,ODPOWIEDNIK
FORTITUDE,FORTITUDE SAVE,WYTRWAŁOŚĆ
SAVE,FORTITUDE SAVE,RZUT OBRONNY
POWER POINTS,POWER POINTS|PER DAY,PUNKTY MOCY
PER DAY,POWER POINTS|PER DAY,NA DZIEŃ
Guides religious worship,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",Przewodzi kultowi religijnemu
"– If vacant,","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",- Jeśli nieobecny
"loyalty and stability, and","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",lojalności i stabilności oraz
unrest at upkeep,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",zamieszek na utrzymanie
Craft -,Craft - INT|Perform - CHA,Rzemiosło -
INT,Craft - INT|Perform - CHA,INT
Perform -,Craft - INT|Perform - CHA,Występy - 
CHA,Craft - INT|Perform - CHA,CHA
ENHANCEMENT,CURRENT WEAPON|ENHANCEMENT,WZMOCNIENIE
Resist Nature’s Lure,Resist Nature’s Lure|+4 to saves against the fey and plants,Oparcie się Pokusie Natury
+4 to saves against the fey and plants,Resist Nature’s Lure|+4 to saves against the fey and plants,+4 do rz. obr. przeciwko wróżkom i roślinom
STR AND DEX,STR AND DEX BONUS,S i ZR
BONUS,STR AND DEX BONUS,PREMIA
Fast Movement,Fast Movement +10 ft,Szybkie Poruszanie się
+10 ft,Fast Movement +10 ft,+3m
Pack Attack,Pack Attack    Ally’s attack allows you to take 5ft step,Sfora
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Atak sprzymierzeńca pozwala Ci wykonać
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,"1,5m"
step,Pack Attack    Ally’s attack allows you to take 5ft step,krok
TRAP SENSE,TRAP SENSE|REFLEX BONUS,WYCZUCIE PUŁAPEK
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,PREMIA DO RZ. OBR. NA REFLEKS
"Harm spirits,","Harm spirits, 1d6 /level, within 30ft","Rań duchy,"
1d6 /level,"Harm spirits, 1d6 /level, within 30ft",1k6/poziom
", within","Harm spirits, 1d6 /level, within 30ft",", w odl."
30ft,"Harm spirits, 1d6 /level, within 30ft",9m
Guides higher learning and magic,"Guides higher learning and magic – If vacant, -4 economy",Przewodzi nauce wyższej i magii
"– If vacant,","Guides higher learning and magic – If vacant, -4 economy",- Jeśli nieobecny
economy,"Guides higher learning and magic – If vacant, -4 economy",ekonomii
Spirit form,Spirit form  1 /day,Postać duchowa
1 /day,Spirit form  1 /day,1 /dzień
CRITICAL,CRITICAL EFFECTS,KRYTYCZNE
EFFECTS,CRITICAL EFFECTS,EFEKTY
HEXBLADE’S|CURSE,HEXBLADE’S|CURSE|PENALTY,KLĄTWA KLĄTWIARZA
PENALTY,HEXBLADE’S|CURSE|PENALTY,KARA
JUDGEMENTS,JUDGEMENTS|PER DAY,OSĄDY
PER DAY,JUDGEMENTS|PER DAY,NA DZIEŃ
DETECT MAGIC,DETECT MAGIC|PER DAY,WYKRYCIE MAGII
PER DAY,DETECT MAGIC|PER DAY,NA DZIEŃ
INT,+ INT| per level,INT
per level,+ INT| per level,na poziom
TO DESTROY CREATURE,TO DESTROY CREATURE |MAX HIT DICE,ABY ZNISZCZYĆ ISTOTĘ
Slow Fall,Slow Fall 90 ft,Powolny Upadek
90 ft,Slow Fall 90 ft,27m
DURATION,ALTER SELF|DURATION,CZAS TRWANIA
"stability,","+4 stability, +8bp consumption","stabilności,"
+8bp,"+4 stability, +8bp consumption",+8pb
consumption,"+4 stability, +8bp consumption",konsumpcji
Off-hand weapon,Off-hand weapon    (2 less for a light weapon),Broń improwizowana
less for a light weapon),Off-hand weapon    (2 less for a light weapon),2 mniej dla broni lekkiej
CON,+ CON| per level,B
per level,+ CON| per level,na poziom
"Prince, Princess or favoured subject","Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Książę, Księżniczka lub wybrana osoba"
– May rule if the Ruler is absent. but must pass loyalty check or,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Może rządzić jeśli Władca jest nieobecny, jednak musi zdać test na lojalność, inaczej"
unrest,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest",zamieszek
UNREST,UNREST LEVEL,NIEPOKOJE
LEVEL,UNREST LEVEL,POZIOM
STRENTH|SCORE,STRENTH|SCORE|BONUS,WARTOŚĆ|SIŁY
BONUS,STRENTH|SCORE|BONUS,PREMIA
"loyalty,","+3 loyalty, +4bp consumption","lojalności,"
+4bp,"+3 loyalty, +4bp consumption",+4pb
consumption,"+3 loyalty, +4bp consumption",konsumpcji
Level,25’+ 5’ × (Level ÷ 2),Poziom
Critical Focus,Critical Focus),Krytyczne Skupienie
MELEE ATTACK,MELEE ATTACK|BONUS,ZWARCIE
BONUS,MELEE ATTACK|BONUS,PREMIA
MILITARY,MILITARY    Create armed units (comes from allocation for settling towns),ARMIA
Create armed units (comes from allocation for settling towns),MILITARY    Create armed units (comes from allocation for settling towns),Tworzy oddziały zbrojnych (pochodzące z przydziału konkretnych miast)
NEGATIVE ENERGY,NEGATIVE ENERGY|DAMAGE,NEGATYWNA ENERGIA
DAMAGE,NEGATIVE ENERGY|DAMAGE,OBRAŻENIA
Slip magically between spaces -,Slip magically between spaces - 2 ki points,Przemieszczaj się magicznie w przestrzeni -
2 ki points,Slip magically between spaces - 2 ki points,2 punkty ki
Acrobatics DC = Opponent’s,Acrobatics DC = Opponent’s CMD,ST Zwinności = Przeciwnika
CMD,Acrobatics DC = Opponent’s CMD,OMB
RAGE!,RAGE!|Today,SZAŁ!
Today,RAGE!|Today,Dziś
level ÷ 2,→ level ÷ 2,poziom ÷ 2 
WILL|SAVE,WILL|SAVE|BONUS,Rz. Obr.|na WOLĘ
BONUS,WILL|SAVE|BONUS,PREMIA
STANCES,STANCES KNOWN,POSTAWY
KNOWN,STANCES KNOWN,ZNANE
Lawful:,Lawful: +2 Economy,Praworządny:
Economy,Lawful: +2 Economy,Ekonomii
Tireless,Tireless RAGE!,Niestrudzony
RAGE!,Tireless RAGE!,SZAŁ!
ft,30 ft,m
Quick Draw,Quick Draw    Draw your weapon as a free action,Szybkie Dobywanie
Draw your weapon as a free action,Quick Draw    Draw your weapon as a free action,Dobieranie broni jako akcja darmowa
Spirit form,Spirit form  3 /day; Spirit who walks,Postać duchowa
3 /day,Spirit form  3 /day; Spirit who walks,3 /dzień
; Spirit who walks,Spirit form  3 /day; Spirit who walks,; Chodzący Między Duchami
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Zmysł natury
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 do Wiedzy (natura) oraz Sztuki Przetrwania
REBUKES,REBUKES PER DAY,KARCENIA
PER DAY,REBUKES PER DAY,NA DZIEŃ
RAGE!,RAGE!  DURATION|PER DAY,SZAŁ!
DURATION,RAGE!  DURATION|PER DAY,CZAS
PER DAY,RAGE!  DURATION|PER DAY,NA DZIEŃ
DURATION,SHADOW TWIN|DURATION,CZAS TRWANIA
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,DZIELENIE SIĘ PREMIĄ
DURATION,SHARE FAVOURED ENEMY|DURATION,CZAS
Feint Partner,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",Jednoczesna Finta
"When ally feints, enemy loses","Feint Partner    When ally feints, enemy loses DEX bonus to AC","Kiedy sprzymierzeniec wykonuje fintę, wróg traci"
DEX,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",ZR
bonus to,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",premia do
AC,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",KP
DC,DC 20,ST
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to 5/—,Penetrujący Cios
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to 5/—,Ignoruje redukcję obrażeń do
(which grants,(which grants +4 to Acrobatics),zapewnia
to Acrobatics),(which grants +4 to Acrobatics),do Zwinności
Dexterity Score|Penalty:,Dexterity Score|Penalty: -2,Wartość Zręczności|Kara:
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Tarczowa Ściana
to,Shield Wall    +1 / +2 to AC when both using shields,do
AC,Shield Wall    +1 / +2 to AC when both using shields,KP
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,kiedy obaj używają tarcz
AC,AC BONUS,KP
BONUS,AC BONUS,PREMIA
