Original,Part of,Translation
to,"Add WIS to CMB, once a round",para
CMB,"Add WIS to CMB, once a round",BMC
", once a round","Add WIS to CMB, once a round",uma vez no turno
MAX POWER,MAX POWER|LEVEL,PODER MAX
LEVEL,MAX POWER|LEVEL,NÍVEL
AURAS,AURAS|PER DAY,AURAS
PER DAY,AURAS|PER DAY,POR DIA
Damage Reduction 2/,Damage Reduction 2/―,Redução de Dano 2/
(which grants,(which grants +24 to Acrobatics),(concede
to Acrobatics),(which grants +24 to Acrobatics),para acrobacias)
REFLEX / FORTITUDE,REFLEX / FORTITUDE|SAVE DC,REFLEXO / Fortitude
SAVE DC,REFLEX / FORTITUDE|SAVE DC,TESTE DE CD
loyalty,-1 loyalty,lealdade
Damage,Damage +1d6,Dano
+1d6,Damage +1d6,+1d6
ARCANA,ARCANA|KNOWN,ARCANO
KNOWN,ARCANA|KNOWN,CONHECIMENTO
FORTITUDE,FORTITUDE|DC,FORTITUDE
DC,FORTITUDE|DC,CD
ft,= 5 ft + ( 5 ft ×,m
50 ft,Slow Fall 50 ft,15m
CMD,CMD BONUS,DMC
BONUS,CMD BONUS,BÔNUS
BASE|ATTACK,BASE|ATTACK BONUS,BASE DE ATAQUE
BONUS,BASE|ATTACK BONUS,BÔNUS
CMB,+1 CMB and CMD for selected combat manoeuvres,BMC
and,+1 CMB and CMD for selected combat manoeuvres,e
CMD,+1 CMB and CMD for selected combat manoeuvres,DMC
for selected combat manoeuvres,+1 CMB and CMD for selected combat manoeuvres,para manobra de combate selecionada
FEAT SHARING,FEAT SHARING|DURATION,TALENTO PARTILHADO
DURATION,FEAT SHARING|DURATION,DURAÇÃO
ARMOUR CHECK|PENALTY,ARMOUR CHECK|PENALTY REDUCTION,PENALIDADE EM TESTES DE ARMARUDA
REDUCTION,ARMOUR CHECK|PENALTY REDUCTION,REDUÇÃO
Lorekeeper,"Lorekeeper|+2 Diplomacy, Knowledge (local, history,nobility)",Mestre do Conhecimento
"+2 Diplomacy, Knowledge (local, history,nobility)","Lorekeeper|+2 Diplomacy, Knowledge (local, history,nobility)","+2 Diplomacia, Conhecimento (local, história, nobreza)"
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Senso da Natureza
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 em Conhecimento (natureza) e em Sobrevivência
DC,DC 15,CD
(which grants,(which grants +4 to Acrobatics),(concede
to Acrobatics),(which grants +4 to Acrobatics),para acrobacias)
TRAP SENSE,TRAP SENSE|BONUS,SENTIR ARMADILHA
BONUS,TRAP SENSE|BONUS,BÔNUS
RAGE!,RAGE! DURATION,FÚRIA!
DURATION,RAGE! DURATION,DURAÇÃO
stability,-1 stability,estabilidade
(which grants,(which grants +16 to Acrobatics),(concede
to Acrobatics),(which grants +16 to Acrobatics),para acrobacias)
40 ft,Slow Fall 40 ft,12m
5ft,÷ 5 ) × 5ft,1.5m
QUIVER,QUIVER DAYS,VIBRANTES
DAYS,QUIVER DAYS,DIAS
(which grants,(which grants +16 to Acrobatics checks for jumping),(concede
to Acrobatics checks for jumping),(which grants +16 to Acrobatics checks for jumping),para testes de acrobacias e saltar)
INT,+ INT| per level,INT
per level,+ INT| per level,por nível
Fast Movement,Fast Movement +40 ft,Movimento Rápido
+40 ft,Fast Movement +40 ft,+12m
The default range increment of a |thrown mind blade is,The default range increment of a |thrown mind blade is 30 ft / 6 sq.,O Inclemento padrão de alcance da jogada da lâmina da mente é
30 ft / 6 sq,The default range increment of a |thrown mind blade is 30 ft / 6 sq.,9m / 0.5m²
Mass suggestion,Mass suggestion   Influence 1 subject per level,Sugestão em Massa
Influence 1 subject per level,Mass suggestion   Influence 1 subject per level,Influência um sujeito por nível
Gain 1hp on a successful melee attack|Gain,Gain 1hp on a successful melee attack|Gain WIS hp on a confirmed critical attack,Ganha 1pv para ataque corpo a corpo com sucesso
WIS,Gain 1hp on a successful melee attack|Gain WIS hp on a confirmed critical attack,VON
hp on a confirmed critical attack,Gain 1hp on a successful melee attack|Gain WIS hp on a confirmed critical attack,pv em um ataque crítico confirmado
d6,d6 +,d6
PREPARED SPELLS,PREPARED SPELLS PER DAY,MAGIAS PREPARADAS
PER DAY,PREPARED SPELLS PER DAY,POR DIA
WIS,(WIS minimum 1),SAB
minimum 1),(WIS minimum 1),Minimo 1
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,MANOBRA DE COMBATE
BONUS,COMBAT MANOEUVRE|BONUS,BÔNUS
+10 ft,Fast Movement +10 ft,+3m
= 1d8 +,= 1d8 + (,= 1d8 +
SPELL,SPELL RESISTANCE,MAGIA
RESISTANCE,SPELL RESISTANCE,RESITÊNCIA
"economy,","+3 economy, -4 loyalty","economia,"
loyalty,"+3 economy, -4 loyalty",lealdade
20ft,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,6m
FEAT SHARING,FEAT SHARING|PER DAY,TALENTO PARTILHADO
PER DAY,FEAT SHARING|PER DAY,POR DIA
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,CLASSE DA ARMADURA
PENALTY,ARMOUR|CLASS|PENALTY,PENALIDADE
SUMMON SPELL,SUMMON SPELL|LEVEL,MAGIA DE INVOCAÇÃO
LEVEL,SUMMON SPELL|LEVEL,NÍVEL
FEAR EFFECT,FEAR EFFECTWILL BONUS,EFEITO DE MEDO
WILL BONUS,FEAR EFFECTWILL BONUS,BÔNUS DE VONTADE
STR AND DEX,STR AND DEX BONUS,FOR E DEX
BONUS,STR AND DEX BONUS,BÔNUS
AC,AC +1,CA
"30ft cone of fire, deals 2d6 damage -","30ft cone of fire, deals 2d6 damage - 4 ki points","cone de fogo de 9m, dá 2d6 de dano -"
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Acuidade com Arma
Use,Weapon Finesse  Use DEX for melee attack,Use
DEX,Weapon Finesse  Use DEX for melee attack,DES
for melee attack,Weapon Finesse  Use DEX for melee attack,para ataques corpo a corpo
Enlarge Spell,Enlarge Spell  +1,Aumentar Magia
dodge bonus for each adjacent enemy,+1 dodge bonus for each adjacent enemy,bônus de esquiva por cada inimigo adjacente
Linguistics and Knowledge are class skills using,Linguistics and Knowledge are class skills using WIS,Linguística e Conhecimento são habilidades de classe 
WIS,Linguistics and Knowledge are class skills using WIS,SAB
HEALING POINTS,HEALING POINTS|PER DAY,PONTOS DE CURA
PER DAY,HEALING POINTS|PER DAY,POR DIA
UNARMED ATTACK,UNARMED ATTACK BONUS,ATAQUE DESARMADO
BONUS,UNARMED ATTACK BONUS,BÔNUS
PROHIBITED,PROHIBITED SCHOOLS,PROIBIDA
SCHOOLS,PROHIBITED SCHOOLS,ESCOLA
DETECT MAGIC,DETECT MAGIC|PER DAY,DETECTAR MAGIA
PER DAY,DETECT MAGIC|PER DAY,POR DIA
MAX,MAX|POINTS,MAX
POINTS,MAX|POINTS,PONTOS
PERFORMANCE,PERFORMANCE|PER DAY,ATUAÇÃO
MAX POINTS,MAX POINTS|POWER COST,PONTOS MAX
BONUS,BONUS|SPELLS,BÔNUS
SPELLS,BONUS|SPELLS,MAGIAS
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAB
and,+2 WIS and -2 CHA in all three forms.,e
-2 CHA,+2 WIS and -2 CHA in all three forms.,- CAR
in all three forms.,+2 WIS and -2 CHA in all three forms.,em todas as três formas
Tireless,Tireless RAGE!,FÚRIA!
RAGE!,Tireless RAGE!,Incansável
ATTACK,ATTACK|BONUS,ATAQUE
BONUS,ATTACK|BONUS,BÔNUS
DAMAGE,DAMAGE|BONUS,DANO
BONUS,DAMAGE|BONUS,BÔNUS
Wild Shape,Wild Shape|Become any small or medium animal,Forma Selvagem
Become any small or medium animal,Wild Shape|Become any small or medium animal,Torna-se qualquer animal pequeno ou médio
= 1d4,= 1d4 +,= 1d4
NEGATIVE ENERGY,NEGATIVE ENERGY|DAMAGE,ENERGIA NEGATIVA
DAMAGE,NEGATIVE ENERGY|DAMAGE,DANO
SHADOW,SHADOW|HIT POINTS,SOMBRA
HIT POINTS,SHADOW|HIT POINTS,PONTOS DE VIDA
Forbidden|During,Forbidden|During|RAGE!,Duração Proibida
RAGE!,Forbidden|During|RAGE!,FÚRIA!
RAGE!,RAGE!|Duration,FÚRIA!
Duration,RAGE!|Duration,Duração
TEMPORARY,TEMPORARY|HIT POINTS,TEMPORARIO
HIT POINTS,TEMPORARY|HIT POINTS,PONTOS DE VIDA
Bonus Spells,Bonus Spells|WIS,Magias Bônus
WIS,Bonus Spells|WIS,SAB
DC,DC 10,CD
HEALING,HEALING|HIT POINTS,CURA
HIT POINTS,HEALING|HIT POINTS,PONTOS DE VIDA
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIRAR GRANDEZA
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,AFETADOS MAX
POWERS,POWERS|KNOWN,PODERES
KNOWN,POWERS|KNOWN,CONHECIDO
ATTACK,ATTACK|PENALTY,ATAQUE
PENALTY,ATTACK|PENALTY,PENALIDADE
WEAPON,WEAPON BONUSES,ARMA
BONUSES,WEAPON BONUSES,BÔNUS
Dodge bonus to,Dodge bonus to AC,Bônus de esquiva para
AC,Dodge bonus to AC,CA
CHANNEL,CHANNEL|RANGE,CANALIZAR
RANGE,CHANNEL|RANGE,ALCANCE
Intelligence,Intelligence +2,Inteligência
CHANNEL,CHANNEL RANGE,CANALIZAR
RANGE,CHANNEL RANGE,ALCANCE
insight to,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",Ao Invés de
AC,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",CD
and,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",e
CMD,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",DMC
"+4 to Sense Motive, Stealth, Perception","+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception","+4 Sentir Motivação, Furtividade, Percepção"
Damage Reduction 1/,Damage Reduction 1/―,Redução de Dano 1/
ARCTIC,ARCTIC|BONUS,ÁRTICO
BONUS,ARCTIC|BONUS,BÔNUS
"to Strength, Dexterity and Wisdom score","+2 to Strength, Dexterity and Wisdom score","para pontos Força, Destreza e Sabedoria"
Sneak Attack,Sneak Attack +1d6,Ataque Furtivo
+1d6,Sneak Attack +1d6,+1d6
WIS,You may gain up to WIS|grit points each day,SAB
FLAT-FOOTED,FLAT-FOOTED AC,DESPREVINIDO
AC,FLAT-FOOTED AC,CA
AURAS,AURAS|DURATION,AURAS
DURATION,AURAS|DURATION,DURAÇÃO
Damage Reduction 4/,Damage Reduction 4/―,Redução de Dano 4/
ATTACK,ATTACK ACTIONS,ATAQUE
ACTIONS,ATTACK ACTIONS,AÇÃO
AUDIENCE,AUDIENCE|MAX FASCINATED,AUDIÊNCIA
MAX FASCINATED,AUDIENCE|MAX FASCINATED,FASCINAR MAX
ft,15 ft  3 sq,m
ATTACK,ATTACK BONUS,ATAQUE
BONUS,ATTACK BONUS,BÔNUS
Precise shot,Precise shot    No penalty firing into melee,Tiro preciso
No penalty firing into melee,Precise shot    No penalty firing into melee,Sem penalidade para disparo corpo a corpo
ARCANE POOL,ARCANE POOL|CAPACITY,FONTE ARCANA
CAPACITY,ARCANE POOL|CAPACITY,CAPACIDADE
SPIRIT,SPIRIT|HEALING,ESPIRITO
HEALING,SPIRIT|HEALING,CURA
RAGE!,RAGE!|TODAY,FÚRIA!
TODAY,RAGE!|TODAY,HOJE
No action this round|Lose,No action this round|Lose DEX bonus to AC; -2 AC,Perde ação neste turno
DEX,No action this round|Lose DEX bonus to AC; -2 AC,DES
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,bônus para
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,
AC,No action this round|Lose DEX bonus to AC; -2 AC,CA
= 1d8,= 1d8 +,= 1d8
AURAS,AURAS KNOWN,AURAS
KNOWN,AURAS KNOWN,CONHECIDAS
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,DEX MAX ARMADURA
BONUS,MAX ARMOUR|DEX BONUS,BÔNUS
ENERGY,ENERGY ROLL,ENERGIA
ROLL,ENERGY ROLL,ROLAGEM
TOUCH,TOUCH AC,CA TOQUE
AC,TOUCH AC,CA
Wild Empathy and Handle Animal with your animal companions,+2 Wild Empathy and Handle Animal with your animal companions,Empatia com a Natureza e Adestrar Animais com seus companheiros animais
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,ATAQUE MESTRE Fortitude CD
NO TRACE,NO TRACE|BONUS,NÃO RASTREÁVEL
BONUS,NO TRACE|BONUS,BÔNUS
INVULNERABLE,INVULNERABLE|RAGER!,INVULNERABILIDADE
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,MANOBRA DE COMBATE
DEFENCE,COMBAT|MANEUVRE|DEFENCE,DEFESA
Desert Native,Desert Native|Bonus in desert terrain,Nativo do Deserto
Bonus in desert terrain,Desert Native|Bonus in desert terrain,Bônus em terreno desertico
AC,AC BONUS,CA
BONUS,AC BONUS,BÔNUS
Use,Use WIS instead of DEX for attacks with a bow,Use
WIS,Use WIS instead of DEX for attacks with a bow,SAB
instead of,Use WIS instead of DEX for attacks with a bow,ao invés de
DEX,Use WIS instead of DEX for attacks with a bow,DES
for attacks with a bow,Use WIS instead of DEX for attacks with a bow,para ataques com arco
FATIGUED,FATIGUED|DURATION,FATIGADO
DURATION,FATIGUED|DURATION,DURAÇÃO
REFLEX|SAVE,REFLEX|SAVE DC,TESTE REFLEXO
REFLEX,REFLEX|SAVE DC,REFLEXO
SAVE DC,REFLEX|SAVE DC,TESTE CD
DC,REFLEX|SAVE DC,CD
Knowledge -,Knowledge - INT|Profession - WIS,Conhecimento -
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Profissão -
WIS,Knowledge - INT|Profession - WIS,SAB
RAGE!,RAGE! 1/day,FÚRIA!
1/day,RAGE! 1/day,1/dia
ARMOUR,ARMOUR|BONUS,ARMADURA
BONUS,ARMOUR|BONUS,BÔNUS
BASE ATTACK,BASE ATTACK BONUS,ATAQUE BASE
BONUS,BASE ATTACK BONUS,BÔNUS
DISPEL,DISPEL BONUS,DISSIPAR
BONUS,DISPEL BONUS,BÔNUS
ARMOUR,ARMOUR BONUS,ARMADURA
BONUS,ARMOUR BONUS,BÔNUS
Wild Shape,Wild Shape|Become any small or medium animal or ooze,Forma Selvagem
Become any small or medium animal or ooze,Wild Shape|Become any small or medium animal or ooze,Torna-se qualquer animal pequeno ou médio ou lodo
Level,Level 8,Nível
Weapon Finesse,Weapon Finesse    Use DEX for melee attack,Acuidade com Arma
Use,Weapon Finesse    Use DEX for melee attack,Use
DEX,Weapon Finesse    Use DEX for melee attack,DES
for melee attack,Weapon Finesse    Use DEX for melee attack,para ataques corpo a corpo
(which grants,(which grants +20 to Acrobatics),(concede
to Acrobatics),(which grants +20 to Acrobatics),para acrobacias)
Cost:,Cost: 1 pt,Custo:
1 pt,Cost: 1 pt,1pt
Chaotic:,Chaotic: +2 Loyalty,Caótico:
Loyalty,Chaotic: +2 Loyalty,Leal
Use monk level in place of,Use monk level in place of BAB when grappling,Use o nível do monge no lugar de
BAB,Use monk level in place of BAB when grappling,BBA
when grappling,Use monk level in place of BAB when grappling,Enquanto agarrando
RAGE!,RAGE! CONVERSION,FÚRIA!
CONVERSION,RAGE! CONVERSION,CONVERSÃO
SPECIALITY,SPECIALITY SCHOOL,ESPECIALIDADE
SCHOOL,SPECIALITY SCHOOL,ESCOLA
Wild Shape,Wild Shape|Become any small or medium animal or vermin,Forma Selvagem
Become any small or medium animal or vermin,Wild Shape|Become any small or medium animal or vermin,Torna-se qualquer animal pequeno ou médio ou inseto
DC,DC 20,CD
CASTER LEVEL,CASTER LEVEL|CHECK DC,NÍVEL DO CONJURADOR
CHECK DC,CASTER LEVEL|CHECK DC,TESTE DC
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIRAR HEROISMO
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,AFETADOS MAX
90 ft,Slow Fall 90 ft,27m
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|BONUS,MANOBRA DE COMBATE
BONUS,COMBAT|MANOEUVRE|BONUS,BÔNUS
RAGE,RAGE POWERS,FÚRIA
POWERS,RAGE POWERS,PODERES
CURRENT,CURRENT|FEATS,CORRENTE
FEATS,CURRENT|FEATS,TALENTO
20ft aura of luck -,20ft aura of luck - 2 or more ki points,6m de Aura da Sorte - 
ARMOUR CLASS,ARMOUR CLASS|BONUS,CLASSE DE ARMADURA
BONUS,ARMOUR CLASS|BONUS,BÔNUS
Level,25’+ 5’ × (Level ÷ 2),Nível
WILL|SAVE,WILL|SAVE|BONUS,Teste de|Vontade
BONUS,WILL|SAVE|BONUS,Bônus
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Focus de Fúria
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora a penalidade no primeiro poder de ataque
FOES,FOES|PER DAY,INIMIGO
PER DAY,FOES|PER DAY,POR DIA
Inflict extra damage -,Inflict extra damage - 1 ki point,Infligir dano extra -
1 ki point,Inflict extra damage - 1 ki point,1 ponto de Ki
Trap Sense +3,,Sentir Armadilha +3
INSPIRE COMPETENCE,,INSPIRAR COMPETENCIA
STREETWISE,,CONHECIMENTO DAS RUAS
Cleric|Level,,Nível do Clérigo
RANGE,,ALCANCE
BONDED WEAPON,,ARMA VINCULADA
Druid Level,,Nível de Druida
Gender,,Gênero
CHAOTIC,,CAÓTICO
Ki Pool (lawful),,Reserva de KI (leal)
Base Value,,Valor Base
Soulknife|Level,,Lâmina da Alma|Nível
Summon monster II,,Invocar Monstro II
"Diplomacy, Handle Animal",,"Diplomacia, Adestrar Animal"
Perform (dance),,Atuação (Dança)
Use your own caster level for calculating the DC of wands,,Use o seu próprio nível de conjurador para o cálculo do CD de varinhas
Trapfinding,,Encontrar Armadilhas
Spell resistance,,Resistência a Magia
+10 to move at full speed,,+3m ao mover-se em velocidade máxima
Increase Caster Level,,Aumenta o Nível da Conjuração
Buffs,,Buffs
ROGUE TALENTS,,TALENTOS DE LADINO
Friendly,,Amigável
Belts,,Cintos
UNCONTROLLED RAGE!,,FÚRIA DESCONTROLADA!
Acid Fog,,Neblina Ácida
BARD,,BARDO
No Trace,,Não Rastreável
( BARBARIAN ),,( BÁRBARO )
WHOLENESS OF BODY,,INTEGRIDADE CORPORAL
Cash,,Dinheiro
Spirit heal,,Cura espiritual
Bonus Spell,,Bônus de Magia
Knowledge (dungeoneering),,Conhecimento (Masmorras)
ITEM CREATION FEATS,,TALETOS DE CRIAÇÃO DE ITENS
Improved Grapple,,Agarrar Aprimorado
Subtype,,Subtipo
FAVOURED TERRAIN BONUS,,BÔNUS DE TERRENO FAVORECIDO
Mass Inflict Serious Wounds,,Infligir Ferimentos Sérios em Massa
Unarmed Strike,,Ataque Desarmado
RECUPERATION,,RECUPERAÇÃO
Add 1d6 to one attack roll,,Adiciona 1d6 na rolagem de ataque
Chest,,Peito
/  Town,,/ Cidade
Use your own CHA bonus for calculating the DC of wands,,Use o seu próprio bônus CAR para o cálculo do CD de varinhas
FAVOURED TERRAINS,,TERRENO FAVORITO
Burrow,,Cavar
10 mins,,10 mins
MUTATED BLOODLINE,,MODIFICADOR DE LINHAGEM SANGUÍNEA
CON|Increase,,Incremento de CON
True Seeing,,Visão da Verdade
Damage reduction /―,,Redução de Dano / -
Base,,Base
+4 Swim and jump,,+4 natação e saltar
Class abilities,,Habilidades da Classe
BARBARIAN,,BÁRBARO
Barbarian,,Barbaro
40ft,,12m
1d6 +,,1d6 +
Distance,,Distância
30ft,,10m
Bleeding Critical,,Sangramento Crítico
Bards can use all knowledge skills untrained,,Bardos pode usar todas as perícias de conhecimento sem treinamento
Ki Pool (magic),,Piscina de KI (Magia)
STABILITY,,ESTABILIDADE
120ft,,36m
Racial,,Racial
Knowledge: Nature,,Conhecimento: Natureza
30ft. Cone or|60ft. Line,,Cone de 9m ou|Linha de 18m
Bonuses,,Bonificações
Speak with any living creature,,Pode falar com qualquer criatura viva
+8 Swim and jump,,+8 Natação e Saltar
UNSTOPPABLE,,IMPARÁVEL
Eyes of the Storm,,Olhos da tempestade
"Immunities (paralysis, sleep)",,"Imunidades (paralisia, dormir)"
(BARBARIAN),,(BÁRBARO)
TAKE A CLASS LEVEL,,ESCOLHA UM NÍVEL DE CLASSE
6d6,,6d6
CURE / INFLICT,,CURAR / INFLIGIR
DETECT UNDEAD,,DETECTAR MORTOS-VIVOS
Allies within 10ft get +4 to saves against charm effects.,,Aliados até 3m ganham +4 testes contra efeitos de encantamento
PENALTY,,PENALIDADE
Summon monster VII,,Invocar Monstro VII
Towns,,Cidades
Treated as outsider,,Tratado como um extra-planar
Feet,,metros
Suggestion,,Sugestão
All skills are considered class skills,,Todas as habilidades são consideradas perícias de classe
Nerfs,,Nerfs
Slow Fall 30 ft,,Queda Leve 9m
Jump,,Saltar
FORBIDDEN ELEMENT,,ELEMENTO PROIBIDO
HOSTILE,,HOSTIL
SURVIVAL,,SOBREVIVÊNVIA
Battle|Fortitude,,Fortitude de Batalha
FAMILIAR,,FAMILIAR
1 min,,1 min
MOVE THROUGH ENEMY’S OWN SQUARE,,MOVER-SE PELO QUADRADO DO INIMIGO
Bonus Spells|INT,,INT Bônus de Magias
Active|Aura,,Ativar Aura
Full hit points,,Todos os pontos de vida
Empty Body,,Corpo Vazio
1d10,,1d10
Defence,,Defeza
Enlarge person,,Aumentar Pessoa
Inspire Heroics,,Inspirar Heroismo
Nondetection,,Indetectável 
Strength|Bonus,,Bônus de Força
ft.,,m.
AURA OF COURAGE,,AURA DE CORAGEM
1d6,,1d6
Search,,Procurar
Summon Nature’s Ally II,,Invocar Aliado da Natureza II
Damage Reduction,,Redução de Dano
Other skills:|Craft - INT|Perform - CHA,,Outras Perícias:|Ofícios - INT|Atuação - CAR
TELEPATHY,,TELEPATIA
mins,,Mins.
LAWFUL,,LEAL
Power Points used today,,Pontos de Poder usados hoje
Turning|Check,,Expulsão|Teste
CURE,,CURAR
Base Bloodline,,Base da Linhagem Sanguínea
"FEATS, TRAITS AND|SPECIAL ABILITIES",,"TALENTOS, PECULIARIDADES E HABILIDADES ESPECIAIS "
Hat / Mask,,Chapéu / Máscara
Animal,,Animal
Int,,Int
UTILITY,,Utilidade
HIGH JUMP,,PULO ALTO
EVIL,,MAL
CHARGES,,CARGAS
Summon Nature’s Ally V,,Invocar Aliado da Natureza V
Chain Lightning,,Corrente de Relâmpagos
WIS - 4,,SAB - 4
+ Level,,+ Nível
High Jump,,Salto Alto
UNCANNY DODGE,,ESQUIVA SOBRENATURAL
Damage bonus,,Bônus de dano
SUGGESTION,,SUGESTÃO
Weapon,,Arma
Fascinate,,Fascinar
AC + INT (1 round),,CA + INT (turno)
CHA - 8,,CAR - 8
WEAPON,,ARMA
Page,,Pagina
sp,,pp
FASCINATE,,FASCINAR
Energy resistance bonus,,Bônus de Resistência a Energia
SPECIAL ABILITIES,,HABILIDADE ESPECIAL
Knowledge (planes),,Conhecimento (Planos)
Inflict Light Damage,,Infligir Dano Leve
Mass Inflict Critical Wounds,,Infligir Ferimentos Críticos em Massa
Mountebank|Level,,Charlatão|Nível
Spell Level,,Nível de Magia
Cold,,Gelo
PRESTIGE CLASS,,CLASSE DE PRESTIGIO
Size|Modifier,,Modificador de|Tamanho
Use weapon of the wrong type,,Use uma arma do tipo errado
HIT|POINTS,,PONTOS DE VIDA
SURVIVALIST,,LISTA DE SOBREVIVÊNCIA
Redirection,,Redirecionar
Level|Bonus,,Nível de Bônus
Sneak|Attack,,Ataque Furtivo
DMG,,DANO
ARCHETYPE,,ARCHTIPO
Acid Splash,,Esguicho Ácido
DETECTIVE,,DETETIVE
Dominate Person,,Dominar Pessoa
Wilder|Level,,Feral|Nível
rds,,rds
Today,,Hoje
Reduce effective falling height using wall,,Reduz a queda efetiva usando uma parede ou muralha
Animate Dead,,Animar Morto
Damage Bonus,,Bônus de Dano
SAVING THROWS,,TESTES DE RESISTÊNCIA
Flat-footed,,Desprevinido
Knowledge,,Conhecimento
Weapon|Damage,,Dano da Arma
Knowledge (engineering),,Conhecimento (Engenharia)
ATTACK FEATS,,TALENTOS DE ATAQUE
7ft,,2.1m
Timeless Body,,Corpo Atemporal
d10,,d10
Total hit|points,,Total de pontos de vida
TRANSFER WOUNDS,,TRANSFERIR FERIMENTOS
"Treat hands, feet, knees and elbows as weapons",,"Trata mãos, pés, joelhos e cotovelos como armas"
Monk Level,,Nível do Monge
AURA,,AURA
Craft (winemaking),,Ofício (Criador de Vinhos)
d12,,d12
Cost,,Custo
+6 Climb,,+6 Escalar
"Handle Animal, Intimidate",,"Adestrar Animal, Intimidar"
Improved|Evasion,,Aumentada|Evasão
Favoured,,Favorecido
Master Strike,,Ataque Mestre
(Good),,(Bom)
Treat unarmed attacks as lawful weapons,,Considera ataque desarmado como Arma Leal
DAMAGE REDUCTION,,REDUÇÃO DE DANO
METAMAGIC,,METAMAGICA
Extra attacks of opportunity,,Ataque extra de oportunidade
with Armour,,com Armadura
(Round up),,(Arredonda para Cima)
Daze,,Pasmar
INVENTORY,,Inventario
Energy affinity,,Afinidade com Energia
Fortitude,,Fortitude
/  Region,,/ Região
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,"Começar ou trocar uma performance de bardo como uma ação de movimento,|ao invés de ação padrão."
1/day,,1/dia
BLOODLINE FEATS,,TALETOS DE LINHAGEM SANGUÍNEA
Attack|Penalty,,Penalidade de Ataque
(RANGER),,(PATRULHEIRO)
AURA OF COWARDICE,,AURA DE COVARDIA
Use a full attack action for more attacks,,Use uma ação de ataque total para mais ataques
Neck / Throat,,Pescoço / Garganta
+8 Perception,,+8 Percepção
Detect thoughts,,Detectar pensamentos
Craft (armourer),,Ofício (Armoraria)
White,,Branco
Dodge|Bonus,,Bônus de Esquiva
Destruction,,Destruição
Attacks of opportunity leave enemy flat-footed,,Ataque de oportunidade deixa inimigos desprevenidos
Natural|Armour,,Armadura Natural
lb,,kg
Spell Save DC = 10 + WIS + Spell Level,,Teste de Resistência CD = 10 + SAB + Nível da Magia
Ranger Level,,Nível do Patrulheiro
Locate Traps,,Localizar Armadilhas
+20ft,,+20m
Acrobatics skill +4,,Acrobacia +4
String,,Corda
Size of|audience,,Tamanho da audiência
60 ft,,18m
Water,,Água
Critical,,Crítico
(WIS minimum 1),,(SAB minimo 1)
Use provokes attack of opportunity,,O uso provoca ataque de oportunidade
"Bluff, Sense Motive",,"Blefar, Sentir Motivação"
Sing,,Cantar
Level|Penalty,,Nível de Penalidade
40 ft,,12m
To summon spirits,,Para invocar espiritos
Performance radius,,Alcance da Atuação
ATTRACT RATS,,ATRAIR RATOS
DEFENCE & SAVING THROWS,,DEFESA & TESTES DE RESISTÊNCIA
Disable Traps,,Desabilitar Armadilhas
Performance|result,,Resultado da atuação
15ft.  Cone or|30ft. Line,,Cone de 4.5m ou|Linha de 9m
POPULATION,,POPULAÇÃO
Investigator|Level,,Nível do Investigador
15ft,,4.5m
Trap Sense +4,,Sentir Armadilha +4
Sneak attack,,Ataque Furtivo
+4 Perception,,+4 Percepção
Armour AC,,Armadura CA
Domain Spell,,Magia do Donínio
Bard|Level,,Nível do Bardo
Manifester|Level,,Nível de Manifestação
Knowledge (arcana),,Conhecimento (Arcano)
Sleight of|Hand,,Prestidigitação
CRAFT,,OFICIO
Sleight of Hand,,Prestidigitação
Book,,Livro
"Diplomacy, Intimidate",,"Diplomacia, Intimidar"
TOUCH,,TOQUE
20 Reflex save,,20 em Testes de Reflexo
Will,,Vontade
Rounds Today,,Turnos Hoje
