Original,Part of,Translation
FORTITUDE|SAVE,FORTITUDE|SAVE DC,Fortitude|Resistência
DC,FORTITUDE|SAVE DC,CD
Great Cleave,Great Cleave    Any number of extra attacks per round,Trespassar Maior
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Qualquer número de ataque extras por rodada
Arctic Native,Arctic Native|Bonus in icy terrain,Nativo do Artico
Bonus in icy terrain,Arctic Native|Bonus in icy terrain,Bônus em terreno gelado
PROHIBITED,PROHIBITED SCHOOLS,PROIBIDA
SCHOOLS,PROHIBITED SCHOOLS,ESCOLA
HIT,HIT POINTS,PONTOS
POINTS,HIT POINTS,DE VIDA
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,COMPARTILHAR INIMIGO PREDILETO
DURATION,SHARE FAVOURED ENEMY|DURATION,DURAÇÃO
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,DEX MAX ARMADURA
BONUS,MAX ARMOUR|DEX BONUS,BÔNUS
Damage Reduction 4/,Damage Reduction 4/―,Redução de Dano 4/
to confirm critical hits,+1 to confirm critical hits,para confirmar danos criticos
FEAR EFFECT,FEAR EFFECT|WILL BONUS,EFEITOS DE MEDO
WILL BONUS,FEAR EFFECT|WILL BONUS,BÔNUS DE VONTADE
Slow Fall,Slow Fall 30 ft,Queda Suave
30 ft,Slow Fall 30 ft,9m
The default range increment of a |thrown mind blade is,The default range increment of a |thrown mind blade is 30 ft / 6 sq.,O Inclemento padrão de alcance da jogada da lâmina da mente é
30 ft / 6 sq,The default range increment of a |thrown mind blade is 30 ft / 6 sq.,9m / 0.5m²
Wild Shape,Wild Shape|Become any small or medium animal,Forma Selvagem
Become any small or medium animal,Wild Shape|Become any small or medium animal,Torna-se qualquer animal médio ou pequeno
IMMUNE TO,IMMUNE TO|PARALYSIS,IMUNE A
PARALYSIS,IMMUNE TO|PARALYSIS,PARALISIAS
FLAT-FOOTED,FLAT-FOOTED|CMD,DESPREVINIDO DMC
CMD,FLAT-FOOTED|CMD,DMC
Use monk level in place of,Use monk level in place of BAB when grappling,Use o nível do monge no lugar de
BAB,Use monk level in place of BAB when grappling,BBA
when grappling,Use monk level in place of BAB when grappling,Enquanto agarrando
WEAPON,WEAPON BONUSES,ARMA
BONUSES,WEAPON BONUSES,BÔNUS
CONFUSION,CONFUSION|DURATION,CONFUSÃO
DURATION,CONFUSION|DURATION,DURAÇÂO
Enlarge Spell,Enlarge Spell  +1,Aumentar Magia
Morale Bonus,Morale Bonus    Inspire Courage and similar,Bônus Moral
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Inspirar Coragem e Similar
ARCANA,ARCANA|KNOWN,ARCANO
KNOWN,ARCANA|KNOWN,CONHECIMENTO
POINTS,POINTS|PER DAY,PONTOS
PER DAY,POINTS|PER DAY,POR DIA
May roll,May roll 2d8 in place of your expertise bonus.,Pode rolar 
2d8,May roll 2d8 in place of your expertise bonus.,2d8
in place of your expertise bonus.,May roll 2d8 in place of your expertise bonus.,no lugar do seu bônus de especialização.
DAMAGE TAKEN,DAMAGE TAKEN |WHILE RAGING!,RECEBENDO DANO
WHILE,DAMAGE TAKEN |WHILE RAGING!,ENQUANTO
RAGING!,DAMAGE TAKEN |WHILE RAGING!,FÚRIOSO!
RANGED,RANGED ATTACK,ATAQUE À
ATTACK,RANGED ATTACK," LONGA DISTÂNCIA"
URBAN,URBAN|BARBARIAN!,URBANO
BARBARIAN!,URBAN|BARBARIAN!,BÁRBARO!
FORTITUDE,FORTITUDE|BONUS,FORTITUDE
BONUS,FORTITUDE|BONUS,BÔNUS
Charm Person,Charm Person 3/day,Encantar pessoa
3/day,Charm Person 3/day,3/dia
BASE ATTACK,BASE ATTACK|BONUS,BÔNUS BASE
BONUS,BASE ATTACK|BONUS,DE ATAQUE
Strength,Strength +4,Força
(which grants,(which grants +24 to Acrobatics checks for jumping),(concede
to Acrobatics checks for jumping),(which grants +24 to Acrobatics checks for jumping),para testes de acrobacias e saltar)
ATTACK,ATTACK ACTIONS,ATAQUE
ACTIONS,ATTACK ACTIONS,AÇÃO
Fast Movement,Fast Movement +30 ft,Movimento Rápido
+30 ft,Fast Movement +30 ft,+9m
(which grants,(which grants +24 to Acrobatics),(concede
to Acrobatics),(which grants +24 to Acrobatics),para acrobacias)
CHALLENGES,CHALLENGES|PER DAY,DESAFIOS
PER DAY,CHALLENGES|PER DAY,POR DIA
HEALING,HEALING|HIT POINTS,CURA
HIT POINTS,HEALING|HIT POINTS,PONTOS DE VIDA
AURAS,AURAS|DURATION,AURAS
DURATION,AURAS|DURATION,DURAÇÃO
Melee Damage,Melee Damage +2,Dano Corpo a Corpo
MAX POINTS,MAX POINTS|POWER COST,PONTOS MAX
Linguistics and Knowledge are class skills using,Linguistics and Knowledge are class skills using WIS,Linguística e Conhecimento são habilidades de classe 
WIS,Linguistics and Knowledge are class skills using WIS,SAB
d6,d6 +,d6
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+4 em todas as resistências|+4 de bônus em esquiva
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,CA
BONUS,BONUS|SPELLS,BÔNUS
SPELLS,BONUS|SPELLS,MAGIAS
DURATION,DURATION|PER DAY,DURAÇÃO
PER DAY,DURATION|PER DAY,POR DIA
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIRAR HEROISMO
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,AFETADOS MAX
RAGE,RAGE POWERS,FÚRIA
POWERS,RAGE POWERS,PODERES
RAGE!,RAGE!|PER DAY,FÚRIA!
PER DAY,RAGE!|PER DAY,POR DIA
USES,USES PER DAY,USOS
PER DAY,USES PER DAY,POR DIA
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Tiro Distante
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1,Incremento da penalidade de ataque por alcance diminui de -2 para -1
ft,30 ft,m
Point Blank Shot,Point Blank Shot    +1 to attack and damage within 30ft,Tiro à queima-roupa
+1 to attack and damage within 30ft,Point Blank Shot    +1 to attack and damage within 30ft,+1 para ataques e danos em até 9m
Become incorporeal for,Become incorporeal for 1 min,Se torna incorpóreo por
1 min,Become incorporeal for 1 min,1 min
BASE|ATTACK,BASE|ATTACK|BONUS,BASE DE ATAQUE
BONUS,BASE|ATTACK|BONUS,BÔNUS
saving throws against enchantment,+2 saving throws against enchantment,resistências contra encantamento
Wild Shape,Wild Shape|Become any small or medium animal or ooze,Forma Selvagem
Become any small or medium animal or ooze,Wild Shape|Become any small or medium animal or ooze,Torna-se qualquer animal pequeno ou médio ou lodo
Cost:,Cost: 2 pt,Custo:
2 pt,Cost: 2 pt,2 pt
Tireless,Tireless BLOODRAGE!,FÚRIA SANGUÍNEA!
= 1d8,= 1d8 +,= 1d8
Mystic Wisdom,Mystic Wisdom 3,Sabedoria Mística
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Combater com duas armas
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Reduz a penalidade à:
Seize the Moment,Seize the Moment    AoO when ally confirms critical hit,Aproveitar o movimento
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,AdO quando um aliado confirma um crítico
FEAR,FEAR|DAMAGE,MEDO
DAMAGE,FEAR|DAMAGE,DANO
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,MANOBRA DE COMBATE
BONUS,COMBAT|MANEUVRE|BONUS,BÔNUS
CONDITIONAL,CONDITIONAL MODIFIERS,MOD.
MODIFIERS,CONDITIONAL MODIFIERS,CONDICIONAIS
Sneak Attack,Sneak Attack +1d6,Ataque Furtivo
+1d6,Sneak Attack +1d6,+1d6
SHADOW,SHADOW|HIT POINTS,SOMBRA
HIT POINTS,SHADOW|HIT POINTS,PONTOS DE VIDA
Cost:,Cost: 1 pt per extra range increment,Custo:
1 pt per extra range increment,Cost: 1 pt per extra range increment,1 pt por incremento de distância
FOCUS,FOCUS|BONUS,FOCUS
BONUS,FOCUS|BONUS,BÔNUS
STR AND DEX,STR AND DEX BONUS,FOR E DEX
BONUS,STR AND DEX BONUS,BÔNUS
A Thousand Faces,A Thousand Faces|Change appearance at will,Mil Faces
Change appearance at will,A Thousand Faces|Change appearance at will,Muda de aparência à vontade
"economy,","+3 economy, -4 loyalty","economia,"
loyalty,"+3 economy, -4 loyalty",lealdade
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to    5/—,Golpe Penetrante
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to    5/—,Ignora redução de dano até
Greater,Greater BLOODRAGE!,Aumentada
BLOODRAGE!,Greater BLOODRAGE!,FÚRIA SANGUÍNEA!
Use,Use WIS instead of DEX for attacks with a bow,Use
WIS,Use WIS instead of DEX for attacks with a bow,SAB
instead of,Use WIS instead of DEX for attacks with a bow,ao invés de
DEX,Use WIS instead of DEX for attacks with a bow,DES
for attacks with a bow,Use WIS instead of DEX for attacks with a bow,para ataques com arco
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Tiros múltiplos
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows","Quando realizando um ataque de rodada completa, seu primeiro ataque tem duas flechas"
ROUNDS,ROUNDS|PER DAY,RODADAS
PER DAY,ROUNDS|PER DAY,POR DIA
= 1d8 +,= 1d8 + (,= 1d8 +
Use,Use DEX instead of STR for attack and damage rolls when wielding a scimitar in one hand.,Usa
DEX,Use DEX instead of STR for attack and damage rolls when wielding a scimitar in one hand.,DES
instead of,Use DEX instead of STR for attack and damage rolls when wielding a scimitar in one hand.,ao invés de
STR,Use DEX instead of STR for attack and damage rolls when wielding a scimitar in one hand.,FOR
for attack and damage rolls when wielding a scimitar in one hand.,Use DEX instead of STR for attack and damage rolls when wielding a scimitar in one hand.,para rolagem de ataque ou dano enquanto empunhando uma cimitarra em uma mão.
REDIRECTION,REDIRECTION|PER DAY,REDIRECIONAR
PER DAY,REDIRECTION|PER DAY,POR DIA
CONTROLLED|SPIRIT,CONTROLLED|SPIRIT|CAPACITY,ESPIRITO CONTROLADO
Critical Mastery,Critical Mastery    Apply two critical effects at once,Maestria em Crítico|Aplicar dois efeitos de talentos aos seus acertos críticos
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Aplica dos efeitos críticos de uma vez
Slow Fall,Slow Fall 40 ft,Queda Suave
40 ft,Slow Fall 40 ft,12m
stability,-1 stability,estabilidade
Damage,Damage +1d6,Dano
+1d6,Damage +1d6,+1d6
Sneak Attack,Sneak Attack +2d6,Ataque Furtivo
+2d6,Sneak Attack +2d6,+2d6
Chaotic:,Chaotic: +2 Loyalty,Caótico:
Loyalty,Chaotic: +2 Loyalty,Leal
DAMAGE,DAMAGE BONUS,DANO
BONUS,DAMAGE BONUS,BÔNUS
= 1d4,= 1d4 +,= 1d4
Lookout,Lookout    Act in surprise round if ally can act,Cuidado
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,Age em rodade surpresa se um aliado puder agir
TO DESTROY CREATURE,TO DESTROY CREATURE  MAX HIT DICE,DESTRUIR CRIATURAS
MAX HIT DICE,TO DESTROY CREATURE  MAX HIT DICE,MAXIMO DE DADOS DE VIDA
Bonus to,Bonus to CMB and CMD for your|chosen combat manoeuvres,Bônus de
CMB,Bonus to CMB and CMD for your|chosen combat manoeuvres,BMC
and,Bonus to CMB and CMD for your|chosen combat manoeuvres,e
CMD,Bonus to CMB and CMD for your|chosen combat manoeuvres,DMC
for your|chosen combat manoeuvres,Bonus to CMB and CMD for your|chosen combat manoeuvres,para suas manobras de combate escolhidas
INITIATIVE,INITIATIVE|BONUS,INICIATIVA
BONUS,INITIATIVE|BONUS,BÔNUS
TERRORS,TERRORS|PER DAY,TERRORES
PER DAY,TERRORS|PER DAY,POR DIA
Fast Movement,Fast Movement +50 ft,Movimento Rápido
+50 ft,Fast Movement +50 ft,15m
QUIVER,QUIVER DAYS,VIBRANTES
DAYS,QUIVER DAYS,DIAS
MAX,MAX|AURAS,MAX
AURAS,MAX|AURAS,AURAS
(which grants,(which grants +16 to Acrobatics checks for jumping),(concede
to Acrobatics checks for jumping),(which grants +16 to Acrobatics checks for jumping),para testes de acrobacias e saltar)
ATTACK,ATTACK BONUS,ATAQUE
BONUS,ATTACK BONUS,BÔNUS
ATTACK,ATTACK|BONUS,ATAQUE
BONUS,ATTACK|BONUS,BÔNUS
"economy,","+1 economy, -1 loyalty","economia,"
loyalty,"+1 economy, -1 loyalty",lealdade
STUNNING FIST,STUNNING FIST|TODAY,PUNHO ATORDOANTE
TODAY,STUNNING FIST|TODAY,DIA ATUAL
DC,DC 15,CD
WILL,WILL SAVE DC,VONTADE
SAVE DC,WILL SAVE DC,RESISTÊNCIA CD
KNOWLEDGE,KNOWLEDGE |BONUS,CONHECIMENTO
BONUS,KNOWLEDGE |BONUS,BÔNUS
ARCTIC,ARCTIC|BONUS,ÁRTICO
BONUS,ARCTIC|BONUS,BÔNUS
1d4,"1d4 negative levels, 1 round",1d4
"negative levels, 1 round","1d4 negative levels, 1 round","níveis negativos, 1 turno"
FEAT SHARING,FEAT SHARING|PER DAY,TALENTO PARTILHADO
PER DAY,FEAT SHARING|PER DAY,POR DIA
Wild Empathy and Handle Animal with your animal companions,+2 Wild Empathy and Handle Animal with your animal companions,Empatia com a Natureza e Adestrar Animais com seus companheiros animais
ENERGY,ENERGY AC,ENERGIA
AC,ENERGY AC,CA
SPELL,SPELL RESISTANCE,MAGIA
RESISTANCE,SPELL RESISTANCE,RESITÊNCIA
TOUCH OF|SERENITY,TOUCH OF|SERENITY|TODAY,TOQUE DE|SERENIDADE
TODAY,TOUCH OF|SERENITY|TODAY,HOJE
50 ft,Slow Fall 50 ft,15m
ELEMENTAL FIST,ELEMENTAL FIST|PER DAY,PUNHO ELEMENTAL
PER DAY,ELEMENTAL FIST|PER DAY,POR DIA
SNEAK ATTACK,SNEAK ATTACK|BONUS,BÔNUS DE ATAQUE FURTIVO
FOES,FOES|PER DAY,INIMIGOS
PER DAY,FOES|PER DAY,POR DIA
Precise shot,Precise shot    No penalty firing into melee,Tiro preciso
No penalty firing into melee,Precise shot    No penalty firing into melee,Sem penalidade para disparo corpo a corpo
EFFECTIVE,EFFECTIVE|BARD LEVEL,EFETIVO
BARD LEVEL,EFFECTIVE|BARD LEVEL,NÍVEL DO BARDO
dodge bonus for each adjacent enemy,+1 dodge bonus for each adjacent enemy,bônus de esquiva por cada inimigo adjacente
INT,+ INT| per level,INT
per level,+ INT| per level,por nível
WILD EMPATHY,WILD EMPATHY|BONUS,EMPATIA COM A NATUREZA
BONUS,WILD EMPATHY|BONUS,BÔNUS
WILL,WILL|SAVE DC,VONTADE
WILL|SAVE,WILL|SAVE DC,VONTADE|RESISTÊNCIA
SAVE DC,WILL|SAVE DC,CD DE RESISTÊNCIA
DC,WILL|SAVE DC,CD
to Spellcraft when examining a|magic item to determine its properties,+10 to Spellcraft when examining a|magic item to determine its properties,em Artes Mágicas quando examinando um|item mágico para determinar suas propriedades
EXORCISM,EXORCISM|DC,EXORCISMO
DC,EXORCISM|DC,CD
1d10,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,1d10
2d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,2d8
3d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,3d8
4d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,4d8
6d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,6d8
8d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,8d8
12d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,12d8
Melee Attack,Melee Attack +1,Ataque Corpo a Corpo
GRAPPLE,GRAPPLE BONUS,AGARRAR
BONUS,GRAPPLE BONUS,BÔNUS
TAKE 20,TAKE 20|PER DAY,ESCOLHER 20
PER DAY,TAKE 20|PER DAY,POR DIA
Add,Add INT bonus to attacks when flanking or making an attack of opportunity.,Adiciona
INT,Add INT bonus to attacks when flanking or making an attack of opportunity.,INT
bonus to attacks when flanking or making an attack of opportunity.,Add INT bonus to attacks when flanking or making an attack of opportunity.,bônus de ataque quando flanqueado ou ao fazer um ataque de oportunidade.
Darkvision 60ft,Darkvision 60ft| • Can see without any light at all| • Invisible objects are still invisible| • Darkvision is black and white,Visão no Escuro 18m
RANGED ATTACK,RANGED ATTACK|BONUS,BÔNUS DO ALCANCE DO ATAQUE
PERFORMANCE,PERFORMANCE|ROUNDS USED,ATUAÇÃO
ROUNDS USED,PERFORMANCE|ROUNDS USED,TURNOS USADOS
Suggestion,Suggestion   Influence subject’s actions,Sugestão
Influence subject’s actions,Suggestion   Influence subject’s actions,Influência ações do sujeito
SUMMON SPELL,SUMMON SPELL|LEVEL,MAGIA DE INVOCAÇÃO
LEVEL,SUMMON SPELL|LEVEL,NÍVEL
CURRENT,CURRENT HIT POINTS,PONTOS
HIT,CURRENT HIT POINTS,DE VIDA
POINTS,CURRENT HIT POINTS,ATUAIS
PERCEPTION,PERCEPTION|BONUS,PERCEPÇÃO
BONUS,PERCEPTION|BONUS,BÔNUS
CONCENTRATION,CONCENTRATION|BONUS,CONCENTRAÇÃO
BONUS,CONCENTRATION|BONUS,BÔNUS
CASTER LEVEL,CASTER LEVEL|CHECK DC,NÍVEL DO CONJURADOR
CHECK DC,CASTER LEVEL|CHECK DC,TESTE DC
+20 ft,Fast Movement +20 ft,+6m
RAGE,RAGE|TODAY,FÚRIA!
TODAY,RAGE|TODAY,HOJE
Economy,Lawful: +2 Economy,Economia
(which grants,(which grants +12 to Acrobatics),(concede
to Acrobatics),(which grants +12 to Acrobatics),para acrobacias)
MIGHTY,MIGHTY BLOODRAGE!,PODEROSA
BLOODRAGE!,MIGHTY BLOODRAGE!,FÚRIA SANGUÍNEA!
Good:,Good: +2 Loyalty,Bom
Loyalty,Good: +2 Loyalty,Leal
+40 ft,Fast Movement +40 ft,+12m
Two-weapon Fighting,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Combater com duas armas
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Penalidade por usar duas armas reduzida à -4 / -4
FLAT-FOOTED,FLAT-FOOTED AC,DESPREVINIDO
AC,FLAT-FOOTED AC,CA
POWER POINTS,POWER POINTS|PER DAY,PONTOS DE PODER
PER DAY,POWER POINTS|PER DAY,POR DIA
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,DESPREVINIDO
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,CLASSE DE ARMADURA
ft,15 ft  3 sq,m
AC,AC BONUS,CA
BONUS,AC BONUS,BÔNUS
MAX ARROWS,MAX ARROWS|PER ROUND,FLECHAS MAX
PER ROUND,MAX ARROWS|PER ROUND,POR RODADA
CHANNEL,CHANNEL|PER DAY,CANALIZAR
PER DAY,CHANNEL|PER DAY,POR DIA
TAKE 10,TAKE 10|PER DAY,ESCOLHA 10
PER DAY,TAKE 10|PER DAY,POR DIA
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,1.5m
DC,DC +1,CD
Use,Use WIS in place of STR/DEX for monk weapons,Use
WIS,Use WIS in place of STR/DEX for monk weapons,SAB
in place of,Use WIS in place of STR/DEX for monk weapons,no lugar de
STR,Use WIS in place of STR/DEX for monk weapons,FOR
DEX,Use WIS in place of STR/DEX for monk weapons,DES
for monk weapons,Use WIS in place of STR/DEX for monk weapons,para armas de monge
NO TRACE,NO TRACE|BONUS,NÃO RASTREÁVEL
BONUS,NO TRACE|BONUS,BÔNUS
to jump checks -,+20 to jump checks - 1 ki point,para testes de saltar -
1 ki point,+20 to jump checks - 1 ki point,1 ki ponto
Mighty,Mighty RAGE!,Poderoso
RAGE!,Mighty RAGE!,FÚRIA!
RAGE!,RAGE!|Today,FÚRIA!
Today,RAGE!|Today,Hoje
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,ATAQUE MESTRE
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,Fortitude CD
INVULNERABLE,INVULNERABLE|RAGER!,INVULNERABILIDADE
Shot on the run,Shot on the run    Attack at any point during your move,Tiro em Movimento
Attack at any point during your move,Shot on the run    Attack at any point during your move,Ataca a qualquer momento durante seu movimento
ARMOUR CLASS,ARMOUR CLASS|BONUS,CLASSE DE ARMADURA
BONUS,ARMOUR CLASS|BONUS,BÔNUS
Strength Score|Penalty:,Strength Score|Penalty: -2,Pontos de Força|Penalidade:
Level,100’+ 10’ × Level,Nível
Bonus Spells,Bonus Spells|INT,Bônus de Magia
INT,Bonus Spells|INT,INT
Vital Strike,Vital Strike    Extra damage dice,Golpe Vital
Extra damage dice,Vital Strike    Extra damage dice,Dado de dano extra
PREPARED SPELLS,PREPARED SPELLS PER DAY,MAGIAS PREPARADAS
PER DAY,PREPARED SPELLS PER DAY,POR DIA
BASIC HEALING,BASIC HEALING|HIT POINTS,BASE DE CURA
HIT POINTS,BASIC HEALING|HIT POINTS,PONTOS DE VIDA
MAX EXTRA,MAX EXTRA|POINT BUY,EXTRA MAX
POINT BUY,MAX EXTRA|POINT BUY,COMPRAR PONTO
WIS,(WIS minimum 1),SAB
minimum 1),(WIS minimum 1),Minimo 1
AURAS,AURAS|PER DAY,AURAS
PER DAY,AURAS|PER DAY,POR DIA
Dodge bonus to,Dodge bonus to AC,Bônus de esquiva para
AC,Dodge bonus to AC,CA
CRITICAL,CRITICAL EFFECTS,CRÍTICO
EFFECTS,CRITICAL EFFECTS,EFEITOS
MAX,MAX|HEALTH,MAX
HEALTH,MAX|HEALTH,CURA
20ft aura of luck -,20ft aura of luck - 2 or more ki points,6m de Aura da Sorte - 
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAB
and,+2 WIS and -2 CHA in all three forms.,e
-2 CHA,+2 WIS and -2 CHA in all three forms.,- CAR
in all three forms.,+2 WIS and -2 CHA in all three forms.,em todas as três formas
Combat Expertise,Combat Expertise  AC bonus,Especialização em Combate
AC,Combat Expertise  AC bonus,bônus de
bonus,Combat Expertise  AC bonus,CA
Assume ethereal state for 1 minute -,Assume ethereal state for 1 minute - 3 ki points,Assume estado etéreo por 1 minuto -
3 ki points,Assume ethereal state for 1 minute - 3 ki points,3 pontos de ki
MAX CASTER,MAX CASTER|LEVEL,CONJURAÇÃO MAX
LEVEL,MAX CASTER|LEVEL,NÍVEL
STREETWISE,STREETWISE|BONUS,CONHECIMENTO DAS RUAS
BONUS,STREETWISE|BONUS,BÔNUS
Wild Shape,Wild Shape|Become any small or medium animal or vermin,Forma Selvagem
Become any small or medium animal or vermin,Wild Shape|Become any small or medium animal or vermin,Torna-se qualquer animal pequeno ou médio ou inseto
DODGE,DODGE|BONUS,ESQUIVA
BONUS,DODGE|BONUS,BÔNUS
CASTER,CASTER|LEVEL DC,CONJURADOR
LEVEL DC,CASTER|LEVEL DC,NÍVEL CD
ft,10 ft  2 sq,m
2 × (d10 +,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",2 × (d10 +
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",CON
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") pontos de vida temporários,|+2 ataque, +1 testes de fortitude"
POISON RESISTANCE,POISON RESISTANCE FORTITUDE SAVE BONUS,RESISTÊNCIA A VENENO
FORTITUDE SAVE BONUS,POISON RESISTANCE FORTITUDE SAVE BONUS,BÔNUS EM TESTES DE FORTITUDE
RAGE!,RAGE!|Modifier,FÚRIA!
Modifier,RAGE!|Modifier,Mod.
ENERGY,ENERGY|ROLL,ENERGIA
ROLL,ENERGY|ROLL,ROLAGEM
Slow Fall,Slow Fall 60 ft,Queda Suave
60 ft,Slow Fall 60 ft,18 m
Mighty,Mighty BLOODRAGE!,Poderosa
BLOODRAGE!,Mighty BLOODRAGE!,FÚRIA SANGUÍNEA!
ENHANCEMENT,ENHANCEMENT|BONUS,MELHORIA
BONUS,ENHANCEMENT|BONUS,BÔNUS
SINGLE,SINGLE ATTACK,ÚNICO
ATTACK,SINGLE ATTACK,ATAQUE
OPPOSED,OPPOSED SCHOOLS,OPOSTA
SCHOOLS,OPPOSED SCHOOLS,ESCOLA
RAGE!,RAGE!  DURATION|PER DAY,FÚRIA!
DURATION,RAGE!  DURATION|PER DAY,DURAÇÃO
PER DAY,RAGE!  DURATION|PER DAY,POR DIA
Strength,Strength +2,Força
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Investida Coordenada
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Investe no mesmo alvo que um aliado
INSPIRED,INSPIRED RAGE!,INSPIRADO
RAGE!,INSPIRED RAGE!,FÚRIA!
RAGE!,RAGE! 1/day,FÚRIA!
1/day,RAGE! 1/day,1/dia
SPIRIT,SPIRIT|HEALING,ESPIRITO
HEALING,SPIRIT|HEALING,CURA
GREATER,GREATER RAGE!,MAIOR!
RAGE!,GREATER RAGE!,FÚRIA!
LUCKY ROUNDS,LUCKY ROUNDS|PER DAY,RODADAS SORTUDAS
PER DAY,LUCKY ROUNDS|PER DAY,POR DIA
DC,DC 10,CD
(which grants,(which grants +8 to Acrobatics),(concede
to Acrobatics),(which grants +8 to Acrobatics),para acrobacias)
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Perde
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",bônus em
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES na
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 em
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FOR
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",e
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","perícias, Percepção oposta|50% de chance de erro quando atacando|CD 10 em Acrobacia para mover-se mais que a metade da velocidade"
Devastating Strike,Devastating Strike    +2 per extra die,Golpe Devastador
per extra die,Devastating Strike    +2 per extra die,por dado extra
STAMINA,STAMINA POINTS,PONTOS DE
POINTS,STAMINA POINTS,STAMINA
AURAS,AURAS KNOWN,AURAS
KNOWN,AURAS KNOWN,CONHECIDAS
Constitution,Constitution +2,Constituição
FAMILIAR,FAMILIAR  /  ANIMAL COMPANION  /  MOUNT  /  SUMMONED CREATURE,FAMILIAR
ANIMAL COMPANION,FAMILIAR  /  ANIMAL COMPANION  /  MOUNT  /  SUMMONED CREATURE,COMPANHEIRO ANIMAL
MOUNT,FAMILIAR  /  ANIMAL COMPANION  /  MOUNT  /  SUMMONED CREATURE,MONTARIA
SUMMONED CREATURE,FAMILIAR  /  ANIMAL COMPANION  /  MOUNT  /  SUMMONED CREATURE,CRIATURA INVOCADA
